parent,line_id,class,lat,lon,state,x_c,y_c,w,h,top_left_x,top_left_y,bottom_right_x,bottom_right_y,local_top_left_x,local_top_left_y,local_bottom_right_x,local_bottom_right_y
"28.18,76.50",0,zigzag,28.17966462545483,76.50135310707095,haryana,23907658.918720003,14037899.181583043,0.0956055,0.0412855,23907605.37964,14037876.061703043,23907712.457800005,14037922.301463043,632.5796399999999,572.34268,739.6578,618.58244
"28.83,76.29",0,zigzag,28.8261442200391,76.28443177322386,haryana,23887440.384981334,13969331.522379221,0.0715299,0.0343125,23887400.328237332,13969312.307379222,23887480.441725336,13969350.737379221,0.9469040000000051,951.0085200000001,81.06039200000001,989.43852
"27.86,77.22",0,zigzag,27.864417747615263,77.22241933708185,haryana,23974867.162559997,14071184.520984456,0.070491,0.0457894,23974827.687599998,14071158.878920456,23974906.637519997,14071210.163048455,746.0236,68.600672,824.97352,119.88480000000001
"29.50,74.95",0,fcbk,29.50384569848814,74.95275367851261,haryana,23763318.990328893,13896993.559970725,0.0394963,0.0908451,23763296.872400895,13896942.686714726,23763341.10825689,13897044.433226725,794.543512,97.281464,838.779368,199.02797600000002
"29.50,74.95",1,fcbk,29.5035283587753,74.95141634883883,haryana,23763194.342168894,13897027.545250725,0.0390015,0.0964464,23763172.501328893,13896973.535266725,23763216.183008894,13897081.555234725,670.17244,128.130016,713.85412,236.149984
"28.79,76.95",0,zigzag,28.789973777878927,76.95304781341552,haryana,23949759.9168,13973179.022887247,0.0728112,0.0256949,23949719.142528,13973164.633743247,23949800.691072,13973193.412031246,803.3025279999999,548.399656,884.851072,577.177944
"28.79,76.95",1,zigzag,28.794691233513873,76.94463057083128,haryana,23948975.372928,13972677.296263248,0.0339371,0.0910337,23948956.368152,13972626.317391248,23948994.377704002,13972728.275135247,40.528152,10.083304000000004,78.53770399999999,112.041048
"28.79,76.95",2,zigzag,28.78884714717079,76.95198497200012,haryana,23949660.8528,13973298.842727248,0.136943,0.0461535,23949584.16472,13973272.996767247,23949737.540880002,13973324.688687248,668.32472,656.76268,821.70088,708.4546
"28.79,76.95",3,zigzag,28.7913538633707,76.94732242069242,haryana,23949226.27152,13973032.245767247,0.0248022,0.0836058,23949212.382288,13972985.426519247,23949240.160752,13973079.065015247,296.542288,369.19243200000005,324.32075199999997,462.830928
"29.43,76.50",0,zigzag,29.43302459733898,76.50461318836214,haryana,23907962.780320004,13904575.460055575,0.106622,0.0422281,23907903.072000004,13904551.812319575,23908022.488640003,13904599.107791575,930.272,212.66554399999998,1049.68864,259.961016
"29.43,76.50",1,zigzag,29.43469241064671,76.50141495494843,haryana,23907664.683360003,13904396.969687575,0.0996792,0.0366381,23907608.863008004,13904376.452351576,23907720.503712002,13904417.487023575,636.063008,37.30557600000001,747.703712,78.340248
"30.63,76.96",0,zigzag,30.630274705480915,76.95937300167081,haryana,23950349.467075553,13775675.310369994,0.100745,0.0543762,23950293.049875554,13775644.859697994,23950405.884275552,13775705.761041995,445.14232000000004,499.79316800000004,557.97672,560.694512
"29.50,75.03",0,zigzag,29.496005911630583,75.02584379138948,haryana,23770131.482613333,13897833.125410724,0.11428,0.0408367,23770067.48581333,13897810.256858725,23770195.479413334,13897855.993962724,108.61648000000001,964.851608,236.61008,1010.5887120000001
"29.50,75.03",1,zigzag,29.495348548948346,75.0273731895447,haryana,23770274.032853335,13897903.519650724,0.0958101,0.0392251,23770220.379197337,13897881.553594723,23770327.686509334,13897925.485706724,261.509864,1036.148344,368.81717599999996,1080.080456
"28.71,76.68",0,zigzag,28.71110889093573,76.68541795578003,haryana,23924815.00608,13981563.367522854,0.0982328,0.075261,23924759.995712,13981521.221362855,23924870.016448002,13981605.513682853,1009.979712,400.00968,1120.000448,484.302
"29.23,76.35",0,zigzag,29.228626841322946,76.3477913326263,haryana,23893345.923946664,13926428.110031644,0.0893168,0.0358934,23893295.906538665,13926408.009727644,23893395.941354662,13926448.210335644,304.119872,686.561456,404.15468799999996,726.7620639999999
"29.63,74.87",0,zigzag,29.626782993206913,74.87514738483434,haryana,23756085.55948445,13883819.64438981,0.089292,0.036723,23756035.555964448,13883799.07950981,23756135.56300445,13883840.20926981,989.7675200000001,884.38392,1089.77456,925.51368
"29.23,77.10",0,zigzag,29.234613937474965,77.09449772226328,haryana,23962944.00387733,13925788.637071643,0.0839491,0.0428447,23962896.99238133,13925764.644039644,23962991.01537333,13925812.630103642,0.13904800000000384,43.195768,94.16204,91.181832
"28.67,76.85",0,zigzag,28.665364120883964,76.84711431045535,haryana,23939886.198684447,13986423.723570947,0.0594366,0.106053,23939852.91418845,13986364.333890947,23939919.483180445,13986483.113250947,257.749744,993.0731999999999,324.318736,1111.8525599999998
"27.71,76.93",0,zigzag,27.71374990363693,76.93051310787197,haryana,23947659.530008886,14087058.54192828,0.0403776,0.076231,23947636.918552887,14087015.85256828,23947682.141464885,14087101.23128828,585.213664,122.50952,630.436576,207.88824
"29.19,75.57",0,zigzag,29.189779996911387,75.5748370038986,haryana,23821301.358773332,13930576.376713527,0.0288742,0.0875839,23821285.189221334,13930527.329729527,23821317.52832533,13930625.423697527,994.6718880000001,534.441656,1027.010992,632.535624
"28.67,76.73",0,zigzag,28.670798792522216,76.72462874315268,haryana,23928469.71635378,13985846.403890947,0.0417111,0.10143,23928446.358137783,13985789.603090947,23928493.07456978,13985903.204690946,36.004360000000005,418.34239999999994,82.720792,531.944
"28.67,76.73",1,zigzag,28.669663296030954,76.72962592067724,haryana,23928935.487057783,13985967.029010946,0.0510268,0.112796,23928906.91204978,13985903.863250947,23928964.062065784,13986030.194770945,496.55827199999993,532.6025599999999,553.708288,658.9340799999999
"29.89,76.44",0,zigzag,29.891741311131135,76.44391668777475,haryana,23902305.456426673,13855371.98536398,0.049849,0.0915058,23902277.540986672,13855320.74211598,23902333.371866673,13855423.228611981,897.14632,321.552112,952.9772,424.038608
"29.47,75.35",0,zigzag,29.464901467418606,75.35237842159269,haryana,23800566.71607111,13901163.470817024,0.0831179,0.025306,23800520.17004711,13901149.299457025,23800613.26209511,13901177.642177023,735.1389360000001,1091.65728,828.230984,1120.0
"30.06,77.18",0,zigzag,30.05835992901179,77.18359897689817,haryana,23971248.842737775,13837444.003175838,0.0851772,0.0677407,23971201.143505774,13837406.068383837,23971296.541969776,13837481.937967839,847.749728,698.6847279999998,943.148192,774.554312
"28.39,77.43",0,zigzag,28.392695420425298,77.42592343540191,haryana,23993835.11930667,14015350.78855733,0.0891626,0.040215,23993785.18825067,14015328.26815733,23993885.05036267,14015373.30895733,130.10558400000002,251.89864,229.967696,296.93944
"29.88,74.70",0,zigzag,29.875305816705943,74.6986639200211,haryana,23739636.108320005,13857138.800055431,0.0861065,0.0580915,23739587.888680004,13857106.268815432,23739684.327960007,13857171.33129543,387.24868000000004,1032.06348,483.68796000000003,1097.12596
"28.61,76.80",0,zigzag,28.614335106256725,76.80100876808169,haryana,23935588.85066667,13991843.025191313,0.0350004,0.0714897,23935569.25044267,13991802.990959313,23935608.450890668,13991883.059423313,634.423776,59.69717599999999,673.6242239999999,139.76564000000002
"28.61,76.80",1,zigzag,28.613354982045042,76.8037941696167,haryana,23935848.468906667,13991947.088983312,0.0561056,0.0869949,23935817.04977067,13991898.371839313,23935879.888042666,13991995.806127312,882.223104,155.07805600000003,945.061376,252.512344
"28.61,76.80",2,zigzag,28.61096762224981,76.80467122707367,haryana,23935930.216586668,13992200.560663313,0.0854323,0.0322242,23935882.37449867,13992182.515111312,23935978.058674667,13992218.606215313,947.5478320000001,439.221328,1043.232008,475.31243200000006
"27.90,77.41",0,zigzag,27.898689545310148,77.41286961174015,haryana,23992618.414755557,14067570.645572698,0.0330683,0.0879174,23992599.896507557,14067521.411828699,23992636.933003556,14067619.879316697,808.948952,648.9731360000001,845.985448,747.4406240000001
"27.90,77.41",1,zigzag,27.902806190203805,77.41062195148467,haryana,23992408.917635556,14067136.478692697,0.141562,0.0404256,23992329.642915558,14067113.840356698,23992488.192355555,14067159.117028696,538.69536,241.40166399999998,697.2447999999999,286.678336
"27.90,77.41",2,zigzag,27.898516879171805,77.4139501531601,haryana,23992719.128515556,14067588.855652697,0.030102,0.0709621,23992702.271395557,14067549.116876697,23992735.985635556,14067628.594428698,911.32384,676.6781839999999,945.0380800000001,756.1557359999999
"27.90,77.41",3,zigzag,27.900227205884125,77.4129082801819,haryana,23992622.018915556,14067408.476292698,0.0376775,0.087866,23992600.919515558,14067359.271332698,23992643.118315555,14067457.681252697,809.97196,486.83264,852.1707600000001,585.2425599999999
"28.86,76.97",0,zigzag,28.857863764604108,76.96465140949249,haryana,23950841.450343113,13965956.369836064,0.106281,0.0597096,23950781.93298311,13965922.932460064,23950900.967703115,13965989.807212064,1.9578720000000027,753.9080640000001,120.992592,820.782816
"29.04,76.98",0,zigzag,29.042084955802604,76.97428282762525,haryana,23951739.163578667,13946333.702154918,0.0314347,0.0791728,23951721.560146667,13946289.365386918,23951756.767010666,13946378.038922917,9.517479999999999,293.38467199999997,44.724344,382.05820800000004
"28.74,76.17",0,fcbk,28.743101441328978,76.17213832397461,haryana,23876973.876906667,13978162.914025836,0.0852424,0.0351955,23876926.141162667,13978143.204545835,23877021.612650666,13978182.623505836,711.5704959999999,210.59612,807.0419840000001,250.01508
"30.42,77.09",0,zigzag,30.424452400183917,77.09274425773621,haryana,23962780.569137778,13797946.431407603,0.0729832,0.0381003,23962739.698545776,13797925.095239602,23962821.43972978,13797967.767575603,774.912768,57.409688,856.6539519999999,100.082024
"30.42,77.09",1,zigzag,30.42359409958429,77.08780924892426,haryana,23962320.592977777,13798039.205711603,0.0397535,0.085085,23962298.331017777,13797991.558111602,23962342.854937777,13798086.853311604,333.54524,123.87256000000001,378.06916,219.16776000000002
"29.46,75.79",0,zigzag,29.463996344484425,75.79035577850343,haryana,23841389.16451556,13901260.366813716,0.0870065,0.042163,23841340.44087556,13901236.755533716,23841437.888155557,13901283.978093715,544.43732,108.57896000000001,641.8846,155.80151999999998
"28.75,76.92",0,zigzag,28.753205848708745,76.92021024913785,haryana,23946699.23397333,13977088.711174138,0.0878734,0.0457035,23946650.02486933,13977063.117214138,23946748.443077333,13977114.305134138,530.387536,193.57996,628.805744,244.76788000000002
"28.75,76.92",1,zigzag,28.74715464506291,76.9157398864746,haryana,23946282.565973334,13977732.029094137,0.0379861,0.0878706,23946261.293757334,13977682.821558136,23946303.838189334,13977781.236630138,141.656424,813.284304,184.200856,911.699376
"28.75,76.92",2,zigzag,28.748868807866227,76.91438681785581,haryana,23946156.450837333,13977549.796134138,0.037656,0.0850994,23946135.363477334,13977502.140470138,23946177.53819733,13977597.45179814,15.726144,632.603216,57.900864,727.914544
"28.75,76.92",3,zigzag,28.744996077657824,76.92355891456603,haryana,23947011.352213334,13977961.502534138,0.084342,0.0486058,23946964.120693333,13977934.283286138,23947058.583733335,13977988.721782139,844.4833600000001,1064.746032,938.9464,1119.184528
"28.75,76.92",4,zigzag,28.749420098844528,76.92369922885896,haryana,23947024.430453334,13977491.187654138,0.0813854,0.037159,23946978.854629334,13977470.378614137,23947070.006277334,13977511.996694138,859.2172959999999,600.84136,950.368944,642.45944
"28.75,76.92",5,zigzag,28.746287776276525,76.91676329040526,haryana,23946377.95413333,13977824.184934137,0.0852209,0.0451135,23946330.230429333,13977798.921374137,23946425.67783733,13977849.448494138,210.59309600000003,929.3841199999999,306.04050400000006,979.91124
"28.27,76.25",0,zigzag,28.27079568426111,76.25205656509397,haryana,23884422.79687111,14028258.871467812,0.0382769,0.0761994,23884401.36180711,14028216.199803812,23884444.23193511,14028301.543131812,730.250696,433.121136,773.120824,518.464464
"28.27,76.25",1,zigzag,28.272153196684087,76.24623052387236,haryana,23883879.77047111,14028115.204587812,0.0944169,0.0431006,23883826.89700711,14028091.068251811,23883932.64393511,14028139.340923812,155.78589599999998,307.989584,261.532824,356.26225600000004
"28.27,76.25",2,zigzag,28.268876221453304,76.2467093252182,haryana,23883924.397991113,14028462.006987812,0.0684046,0.0319857,23883886.091415115,14028444.094995812,23883962.704567112,14028479.918979812,214.980304,661.016328,291.593456,696.8403119999999
"28.85,76.07",0,zigzag,28.846363950132602,76.0699565971374,haryana,23867449.84967111,13967180.138982382,0.0364788,0.082067,23867429.42154311,13967134.181462381,23867470.27779911,13967226.096502382,535.526432,900.9632799999999,576.3826879999999,992.87832
"29.83,76.57",0,zigzag,29.828231894330532,76.5680112548828,haryana,23913871.908408888,13862197.633805111,0.0904718,0.0506428,23913821.24420089,13862169.273837112,23913922.572616886,13862225.99377311,323.971312,721.607712,425.299728,778.3276480000001
"29.83,76.57",1,zigzag,29.82799848169635,76.56932665481565,haryana,23913994.512568887,13862222.711725112,0.0939577,0.0470979,23913941.896256886,13862196.336901112,23914047.12888089,13862249.086549113,444.623368,748.6707759999999,549.855992,801.420424
"30.21,77.34",0,zigzag,30.21148728400471,77.34149605293275,haryana,23985965.91690667,13820941.044150028,0.0754942,0.0360995,23985923.64015467,13820920.828430029,23986008.19365867,13820961.259870028,657.165488,379.37228000000005,741.7189920000001,419.80372
"30.21,77.34",1,zigzag,30.211122923569075,77.3431623888016,haryana,23986121.23066667,13820980.34271003,0.0871453,0.0465802,23986072.42929867,13820954.25779803,23986170.032034673,13821006.42762203,805.9546320000001,412.80164800000006,903.557368,464.971472
"30.21,77.34",2,zigzag,30.20987196116396,77.33723474979406,haryana,23985568.73466667,13821115.265750028,0.0716504,0.0894488,23985528.610442672,13821065.174422028,23985608.85889067,13821165.357078029,262.13577599999996,523.718272,342.38422399999996,623.9009279999999
"29.56,75.99",0,zigzag,29.5582286625867,75.98670747470857,haryana,23859690.46906667,13891167.878930131,0.0921024,0.0339897,23859638.891722668,13891148.844698131,23859742.04641067,13891186.91316213,201.53705599999998,730.7699279999999,304.691744,768.838392
"29.43,76.85",0,zigzag,29.43477165407887,76.851099719429,haryana,23940257.665724445,13904388.488935575,0.0895374,0.0373883,23940207.524780445,13904367.551487574,23940307.806668445,13904409.426383575,612.3603360000001,28.404711999999996,712.642224,70.279608
"28.53,76.78",0,zigzag,28.534543161140416,76.78100547561647,haryana,23933724.408675555,14000311.687690847,0.0830996,0.043597,23933677.872899555,14000287.273370847,23933770.944451556,14000336.102010846,607.181344,53.593568000000005,700.252896,102.422208
"29.21,76.28",0,zigzag,29.213599342236613,76.27590681686404,haryana,23886645.801457778,13928033.010502838,0.0750371,0.0335406,23886603.780681778,13928014.227766838,23886687.822233777,13928051.793238837,136.466904,156.85118400000002,220.508456,194.416656
"29.33,76.80",0,zigzag,29.33174867454641,76.80540426921849,haryana,23935998.54106667,13915408.584707227,0.094733,0.043692,23935945.49058667,13915384.117187226,23936051.59154667,13915433.052227227,1010.66392,348.5776,1116.76488,397.51264
"29.33,76.80",1,zigzag,29.333387712811046,76.80147483215333,haryana,23935632.29098667,13915233.348387226,0.0751971,0.0427521,23935590.180610668,13915209.407211227,23935674.40136267,13915257.289563226,655.353944,173.86762399999998,739.5746959999999,221.749976
"29.23,76.88",0,zigzag,29.230067761927927,76.88114131984712,haryana,23943057.745831113,13926274.210831644,0.0936594,0.0442723,23943005.296567112,13926249.418343645,23943110.195095114,13926299.003319643,613.929456,527.970072,718.8279839999999,577.5550479999999
"30.13,77.33",0,zigzag,30.130825254372482,77.32864302368168,haryana,23984767.927751116,13829637.405400893,0.0799021,0.0634668,23984723.182575118,13829601.863992892,23984812.672927115,13829672.946808893,388.77546400000006,435.52275199999997,478.26581600000003,506.605568
"30.13,77.33",1,zigzag,30.132023948301356,77.32671988754274,haryana,23984588.678471114,13829508.223480891,0.0387359,0.078929,23984566.986367114,13829464.023240892,23984610.370575115,13829552.42372089,232.57925600000002,297.682,275.963464,386.08248000000003
"28.77,76.72",0,zigzag,28.767960919530996,76.7224077173233,haryana,23928262.701742224,13975519.908030523,0.041091,0.0901034,23928239.690782223,13975469.450126523,23928285.712702226,13975570.365934523,761.40456,726.360656,807.42648,827.276464
"28.25,77.44",0,zigzag,28.253738783761086,77.43692446498872,haryana,23994860.489582222,14030063.864129402,0.0655109,0.0348578,23994823.803478222,14030044.343761401,23994897.17568622,14030083.384497402,236.653256,144.873232,310.025464,183.91396799999998
"28.25,77.44",1,zigzag,28.253868922236613,77.44131783924101,haryana,23995269.98174222,14030050.093729401,0.0360195,0.0891274,23995249.810822222,14030000.182385402,23995290.15266222,14030100.0050734,662.6605999999999,100.711856,703.00244,200.534544
"28.25,77.44",2,zigzag,28.253225171849547,77.44020588722229,haryana,23995166.34030222,14030118.211009402,0.0896892,0.0344006,23995116.114350222,14030098.946673403,23995216.56625422,14030137.475345401,528.964128,199.476144,629.416032,238.004816
"28.25,77.44",3,zigzag,28.253523724157425,77.43905670871736,haryana,23995059.229102224,14030086.620289402,0.0455835,0.0800995,23995033.702342223,14030041.764569402,23995084.755862225,14030131.476009402,446.55212,142.29404,497.60564,232.00547999999998
"28.67,76.84",0,zigzag,28.66492365325349,76.84022736034393,haryana,23939244.28840889,13986470.512690946,0.0322845,0.0370504,23939226.20908889,13986449.764466947,23939262.36772889,13986491.260914946,563.1121999999999,1078.503776,599.27084,1120.000224
"29.02,75.86",0,zigzag,29.015314561679187,75.85481739660266,haryana,23847397.422796447,13949187.370904958,0.0951596,0.0379238,23847344.133420445,13949166.133576958,23847450.71217245,13949208.608232958,23.656976000000004,1038.167312,130.235728,1080.641968
"29.02,75.86",1,zigzag,29.017959908035817,75.85793042125701,haryana,23847687.577724446,13948905.415384958,0.0306217,0.0908805,23847670.429572444,13948854.522304958,23847704.725876447,13948956.308464957,349.953128,726.55604,384.24943199999996,828.3421999999999
"29.02,75.86",2,zigzag,29.018888525747503,75.85727268524167,haryana,23847626.272284444,13948806.436504958,0.105835,0.0401741,23847567.004684445,13948783.939008959,23847685.539884444,13948828.934000958,246.52823999999998,655.972744,365.06344,700.9677360000001
"28.58,76.77",0,zigzag,28.57722816664828,76.77344185180664,haryana,23933019.427840002,13995782.143402299,0.0798721,0.0502832,23932974.699464,13995753.984810298,23933064.156216003,13995810.3019943,836.075464,826.039648,925.5322160000001,882.356832
"28.58,76.77",1,zigzag,28.583645184634367,76.76653192863465,haryana,23932375.37632,13995101.038922299,0.078353,0.0437989,23932331.49864,13995076.511538299,23932419.254,13995125.566306299,192.87464,148.56637599999996,280.63,197.62114400000002
"28.58,76.77",2,zigzag,28.57792331352627,76.77177367744449,haryana,23932863.942720003,13995708.362282299,0.0362459,0.0750735,23932843.645016003,13995666.321122298,23932884.240424003,13995750.403442299,705.021016,738.37596,745.6164239999999,822.4582800000001
"28.58,76.77",3,zigzag,28.584676387913195,76.76613434543611,haryana,23932338.318880003,13994991.582778297,0.080326,0.0381,23932293.33632,13994970.246778298,23932383.301440004,13995012.918778297,154.71232,42.30161600000001,244.67744000000002,84.973616
"28.58,76.77",4,zigzag,28.582822672884348,76.76953642330172,haryana,23932655.41552,13995188.342922298,0.0769298,0.0557459,23932612.334832,13995157.125218298,23932698.496208,13995219.560626298,473.710832,229.180056,559.872208,291.615464
"27.97,77.40",0,zigzag,27.96584541459731,77.39510271635058,haryana,23990962.420080002,14060485.906085473,0.0428934,0.0895161,23990938.399776004,14060435.777069472,23990986.440384,14060536.035101473,79.51977600000001,948.311784,127.560384,1048.569816
"29.18,76.78",0,zigzag,29.18133843396184,76.77910068836212,haryana,23933546.869635556,13931477.602523314,0.0825184,0.0834368,23933500.659331556,13931430.877915313,23933593.079939555,13931524.327131314,429.967776,370.390272,522.388384,463.83948799999996
"28.70,76.43",0,zigzag,28.70352680936404,76.425299489212,haryana,23900570.20775111,13982369.106268585,0.0729524,0.0322372,23900529.35440711,13982351.053436585,23900611.06109511,13982387.159100585,81.027296,167.177248,162.733984,203.282912
"28.70,76.43",1,zigzag,28.702738616529594,76.42498425849914,haryana,23900540.82611911,13982452.863228586,0.0293636,0.0782388,23900524.38250311,13982409.049500586,23900557.26973511,13982496.676956585,76.05539200000001,225.17331199999998,108.942624,312.800768
"28.81,76.84",0,zigzag,28.8132334220362,76.84496799354552,haryana,23939686.14744889,13970705.015328772,0.0973138,0.0506048,23939631.65172089,13970676.676640773,23939740.64317689,13970733.354016772,968.5548319999999,187.70595200000002,1077.546288,244.383328
"28.80,76.75",0,zigzag,28.800765072553144,76.7502974874496,haryana,23930862.21672889,13972031.277575891,0.0372576,0.0885242,23930841.35247289,13971981.704023892,23930883.080984887,13972080.85112789,566.8635840000001,429.05060799999995,608.5920960000001,528.197712
"29.39,75.74",0,zigzag,29.384935488607194,75.74226729488367,haryana,23836906.992977776,13909720.725077895,0.0892885,0.0325714,23836856.991417777,13909702.485093895,23836956.994537774,13909738.965061896,721.3256399999999,1083.519696,821.3287600000001,1119.999664
"29.39,75.74",1,zigzag,29.390451550689463,75.74557875785824,haryana,23837215.643697776,13909130.660917897,0.0713087,0.0370136,23837175.710825775,13909109.933301896,23837255.576569777,13909151.388533898,1040.045048,490.96790400000003,1119.9107920000001,532.423136
"29.74,76.29",0,zigzag,29.740715145967904,76.28577923984524,haryana,23887565.97797333,13871596.357835323,0.0419689,0.0985188,23887542.47538933,13871541.187307322,23887589.48055733,13871651.528363323,143.09405599999997,428.061312,190.099224,538.402368
