parent,line_id,class,lat,lon,state,x_c,y_c,w,h,top_left_x,top_left_y,bottom_right_x,bottom_right_y,local_top_left_x,local_top_left_y,local_bottom_right_x,local_bottom_right_y
"31.04,75.88",0,zigzag,31.04391650946088,75.87675740242005,punjab,23849442.379555557,13730773.041918617,0.0650256,0.0330003,23849405.965219557,13730754.561750617,23849478.793891557,13730791.522086617,221.35366399999998,115.45839199999999,294.18233599999996,152.418728
"31.89,75.23",0,zigzag,31.893098396942268,75.22678249244692,punjab,23788860.327004444,13637974.086298494,0.0410092,0.0760073,23788837.361852445,13637931.522210494,23788883.292156443,13638016.650386494,237.14140799999998,177.300872,283.071712,262.429048
"30.58,74.94",0,zigzag,30.575099439167396,74.94202889156347,punjab,23762319.367733337,13781650.213862391,0.0870968,0.036625,23762270.593525335,13781629.703862391,23762368.14194134,13781670.723862391,700.332192,1070.03176,797.880608,1111.0517599999998
"30.83,75.73",0,zigzag,30.834871476108468,75.72666937103273,punjab,23835453.161102224,13753489.800737256,0.0372104,0.0557355,23835432.323278226,13753458.588857256,23835473.998926222,13753521.012617256,228.725056,-5.600000000161032e-05,270.40070399999996,62.423704
"30.25,74.85",0,zigzag,30.247974810562635,74.84573874492644,punjab,23753344.47557333,13817004.898000717,0.0864274,0.0398124,23753296.07622933,13816982.603056718,23753392.874917332,13817027.192944717,114.42289600000001,756.218176,211.221584,800.808064
"29.97,75.78",0,zigzag,29.96969071060168,75.77681552524568,punjab,23840127.12144,13846988.457572127,0.0392692,0.0836445,23840105.130688,13846941.616652127,23840149.112192,13847035.298492126,241.19468799999999,546.43652,285.176192,640.1183599999999
"30.24,75.24",0,zigzag,30.236417988197733,75.23415190406804,punjab,23789547.205952004,13818251.765456473,0.0266069,0.0298767,23789532.306088004,13818235.034504473,23789562.105816003,13818268.496408474,0.018087999999999438,929.717208,29.817815999999997,963.179112
"31.07,76.21",0,zigzag,31.07509374886655,76.20705921573636,punjab,23880228.739928886,13727380.768928172,0.0370599,0.0101664,23880207.986384887,13727375.075744173,23880249.493472885,13727386.462112172,265.14549600000004,1.1199999999933485e-05,306.65258400000005,11.3863792
"30.42,76.52",0,zigzag,30.419870763844266,76.51870576076509,punjab,23909276.30327111,13798441.654191602,0.0784798,0.0747999,23909232.35458311,13798399.766247602,23909320.25195911,13798483.542135602,395.419472,532.080696,483.316848,615.856584
"31.46,74.75",0,zigzag,31.457425708254792,74.75355373554227,punjab,23744752.209937774,13685689.7165681,0.0634565,0.0723267,23744716.674297772,13685649.2136161,23744787.745577775,13685730.2195201,855.69652,800.782808,926.7678,881.788712
"30.68,75.72",0,zigzag,30.682541542108215,75.71987856330865,punjab,23834820.211946663,13770012.216376616,0.0413001,0.0923903,23834797.08389066,13769960.477808615,23834843.340002663,13770063.954944616,525.553224,232.81535200000002,571.809336,336.29248800000005
"30.44,75.07",0,zigzag,30.43674431400338,75.07312302341461,punjab,23774538.226435557,13796617.700402636,0.0615469,0.0841378,23774503.76017156,13796570.583234636,23774572.692699555,13796664.817570636,816.620616,864.843952,885.553144,959.0782879999999
"31.62,74.74",0,zigzag,31.620216803940544,74.74190868053432,punjab,23743666.81214222,13667886.725804014,0.0432497,0.085752,23743642.59231022,13667838.704684014,23743691.03197422,13667934.746924015,713.682088,488.24832,762.121752,584.29056
"30.08,75.86",0,fcbk,30.07960825386484,75.85527670631409,punjab,23847440.233564444,13835155.540827308,0.0356198,0.0879136,23847420.286476444,13835106.309211308,23847460.180652443,13835204.772443308,99.81003199999999,552.964384,139.704208,651.4276160000001
"30.88,76.46",0,fcbk,30.88467361377081,76.46347752819061,punjab,23904128.658897776,13748082.345738426,0.0428591,0.07888,23904104.657801777,13748038.172938425,23904152.659993775,13748126.518538427,860.128024,8.252495999999994,908.130216,96.598096
"30.88,76.46",1,fcbk,30.879312631394317,76.459426281929,punjab,23903751.055377778,13748664.569562426,0.0962959,0.040824,23903697.12967378,13748641.708122427,23903804.981081776,13748687.431002425,452.599896,611.78768,560.451304,657.51056
"30.41,74.87",0,zigzag,30.41359988760388,74.8712961137772,punjab,23755726.595004447,13799119.426908478,0.0397269,0.0811935,23755704.347940445,13799073.958548479,23755748.84206845,13799164.895268477,658.5594960000001,125.46604,703.053624,216.40276
"30.18,74.64",0,fcbk,30.179288475041147,74.64431946201321,punjab,23734570.837706666,13824413.326331249,0.0357631,0.0932417,23734550.810370665,13824361.110979248,23734590.865042668,13824465.54168325,942.575704,584.5024079999998,982.630376,688.9331119999999
"31.66,74.70",0,zigzag,31.660953889452415,74.70325895175935,punjab,23740064.396320004,13663426.812804598,0.0778684,0.0429467,23740020.790016003,13663402.762652598,23740108.002624005,13663450.862956598,820.1500159999999,431.495288,907.362624,479.595592
"31.01,75.03",0,zigzag,31.00495504497628,75.03529303436282,punjab,23771012.215893336,13735010.724546265,0.0944665,0.0203191,23770959.314653337,13734999.345850265,23771065.117133334,13735022.103242265,1000.44532,1097.243224,1106.2478,1120.000616
"31.01,75.03",1,zigzag,31.00764674530313,75.03434201660157,punjab,23770923.574613333,13734718.014786264,0.0846157,0.0346316,23770876.189821333,13734698.621090263,23770970.959405333,13734737.408482265,917.320488,796.518464,1012.0900720000001,835.305856
"30.80,76.11",0,zigzag,30.798001702628806,76.10704069862365,punjab,23870906.338453334,13757491.268092271,0.036939,0.0725784,23870885.652613334,13757450.62418827,23870927.024293333,13757531.911996271,263.48728,736.1914559999999,304.85896,817.479264
"30.79,74.81",0,zigzag,30.78983411582878,74.80405922141263,punjab,23749459.662413508,13758377.486534342,0.011213,0.0563514,23749453.38313351,13758345.929750342,23749465.941693507,13758409.043318342,2.239999999986697e-05,546.441616,12.5585824,609.555184
"30.82,75.76",0,zigzag,30.820193931693105,75.75440696798329,punjab,23838038.49252089,13755082.935018297,0.0690922,0.0751081,23837999.800888892,13755040.874482296,23838077.18415289,13755124.995554298,0.0,496.891304,77.38326400000001,581.0123759999999
"31.79,74.87",0,zigzag,31.7949467359461,74.86626296787267,punjab,23755257.471804447,13648743.402141206,0.036427,0.0313239,23755237.07268445,13648725.860757206,23755277.870924447,13648760.943525206,191.28424,-5.600000000161032e-05,232.08248,35.082712
"32.23,75.61",0,zigzag,32.227189961197986,75.60587166919711,punjab,23824193.99923556,13601230.739095246,0.0386468,0.0762769,23824172.35702756,13601188.024031246,23824215.641443558,13601273.454159247,153.56947200000002,826.903336,196.85388799999998,912.3334640000002
"31.13,75.82",0,zigzag,31.126644944991657,75.81999935111999,punjab,23844152.145742223,13721769.24411042,0.0331015,0.0719668,23844133.608902223,13721728.94270242,23844170.682582222,13721809.54551842,541.40268,885.013472,578.4763599999999,965.6162879999999
"30.29,76.36",0,zigzag,30.292765494801248,76.35875423450467,punjab,23894367.74046222,13812171.037222328,0.0760577,0.0345008,23894325.14815022,13812151.716774328,23894410.332774222,13812190.357670328,401.293928,242.16035200000002,486.478552,280.80124800000004
"30.70,75.07",0,fcbk,30.702457750228824,75.07355563411716,punjab,23774578.54867556,13767853.495674092,0.105533,0.0433769,23774519.45019556,13767829.204610093,23774637.64715556,13767877.786738092,832.3106399999999,269.288936,950.5076,317.87106400000005
"30.52,75.87",0,zigzag,30.518929425213518,75.8733615468979,punjab,23849125.862880003,13787729.34727556,0.0188594,0.0290255,23849115.301616002,13787713.09299556,23849136.424144004,13787745.601555562,862.7576160000001,659.5783600000001,883.880144,692.08692
"30.87,75.28",0,zigzag,30.87353827336647,75.28487915706636,punjab,23794275.328622222,13749291.651171574,0.0714844,0.0350533,23794235.297358222,13749272.021323575,23794315.35988622,13749311.281019574,974.7391359999999,156.14071199999998,1054.801664,195.400408
"30.77,76.14",0,zigzag,30.764946466129736,76.13781579780579,punjab,23873774.7856,13761077.439991334,0.0799406,0.0209726,23873730.018864,13761065.695335334,23873819.552336,13761089.184647335,311.650864,1096.434864,401.18433600000003,1119.924176
"31.19,75.82",0,zigzag,31.186248942962905,75.81590596370698,punjab,23843770.614382222,13715277.342103777,0.0754903,0.0359422,23843728.339814223,13715257.214471778,23843812.88895022,13715297.469735777,136.133592,948.563728,220.682728,988.818992
"30.78,75.94",0,zigzag,30.781973265511237,75.94505631332397,punjab,23855808.29944889,13759230.351655195,0.0416304,0.0815846,23855784.98642489,13759184.664279195,23855831.612472888,13759276.039031195,1007.9695360000001,300.233584,1054.5955840000001,391.608336
"31.36,74.67",0,zigzag,31.36107792058335,74.66590668468476,punjab,23736582.912693333,13696211.822469344,0.040808,0.0788971,23736560.06021333,13696167.640093345,23736605.765173335,13696256.004845344,155.62287999999998,398.15938400000005,201.32784,486.524136
"31.36,74.67",1,zigzag,31.361048030955782,74.66915914764404,punjab,23736886.064213336,13696215.085029345,0.0753177,0.0382505,23736843.886301335,13696193.664749345,23736928.242125336,13696236.505309345,439.448968,424.18404000000004,523.804792,467.0246
"31.36,74.67",2,zigzag,31.35814611637844,74.66907826595306,punjab,23736878.525493335,13696531.834469344,0.0829556,0.0452454,23736832.070357334,13696506.497045344,23736924.980629336,13696557.171893345,427.633024,737.016336,520.5432959999999,787.691184
"31.36,74.67",3,zigzag,31.35634095784945,74.674437269783,punjab,23737378.020853333,13696728.865989344,0.0905246,0.0830525,23737327.327077333,13696682.356589343,23737428.714629333,13696775.375389345,922.8897440000001,912.8758799999999,1024.277296,1005.89468
"31.26,76.48",0,zigzag,31.256984299179027,76.4795382137299,punjab,23905625.623288892,13707567.73657266,0.0775318,0.0416613,23905582.205480892,13707544.40624466,23905669.041096892,13707591.066900661,473.54059199999995,865.4859920000001,560.3762079999999,912.1466479999999
"31.26,76.48",1,zigzag,31.25619769846473,76.47843612709049,punjab,23905522.901368894,13707653.50169266,0.0357065,0.0761783,23905502.905728895,13707610.84184466,23905542.897008892,13707696.161540661,394.24084000000005,931.9215919999999,434.23212,1017.241288
"31.38,76.33",0,fcbk,31.378342630180367,76.33119296588897,punjab,23891798.844035555,13694327.144132512,0.0391511,0.0765632,23891776.919419553,13694284.268740512,23891820.768651556,13694370.019524511,649.267864,698.067328,693.117096,783.818112
"31.38,76.33",1,fcbk,31.38362026794791,76.330717769432,punjab,23891754.55251555,13693750.948932512,0.0867064,0.0821735,23891705.996931553,13693704.931772511,23891803.10809955,13693796.966092512,578.3453760000001,118.73036,675.456544,210.76468
"31.38,76.33",2,zigzag,31.381661690192946,76.32909232501977,punjab,23891603.05011555,13693964.783812512,0.0733639,0.0637329,23891561.966331553,13693929.09338851,23891644.13389955,13694000.474236513,434.31477599999994,342.891976,516.482344,414.27282399999996
"31.38,76.33",4,zigzag,31.377408071876935,76.32954786281584,punjab,23891645.509315554,13694429.172772512,0.0772244,0.0647984,23891602.263651554,13694392.885668512,23891688.754979555,13694465.459876511,474.612096,806.684256,561.103424,879.258464
"30.37,76.65",0,zigzag,30.368132315375192,76.65156012382512,punjab,23921659.227413338,13804032.379542688,0.0908447,0.0658064,23921608.354381338,13803995.527958687,23921710.100445338,13804069.231126688,654.541048,724.914176,756.287112,798.617344
"30.90,76.02",0,zigzag,30.900464797722083,76.01710728092195,punjab,23862523.936373334,13746367.171514628,0.0165803,0.0413088,23862514.651405334,13746344.038586628,23862533.221341334,13746390.30444263,281.09407200000004,486.378592,299.664008,532.644448
"29.81,75.52",0,zigzag,29.814291096567846,75.51585768222807,punjab,23815804.087555554,13863695.334391093,0.0432677,0.101595,23815779.857643552,13863638.441191092,23815828.317467555,13863752.227591094,149.67808799999997,42.143808,198.137912,155.930208
"30.27,76.08",0,zigzag,30.2713284982355,76.08566610431672,punjab,23868914.081866667,13814484.817081103,0.0569308,0.0894566,23868882.200618666,13814434.721385103,23868945.963114668,13814534.912777103,1056.2379520000002,366.530864,1120.000448,466.72225599999996
"30.12,74.12",0,zigzag,30.116069574664948,74.11438231414796,punjab,23685177.11550578,13831227.480225084,0.0649888,0.0383985,23685140.72177778,13831205.977065085,23685213.50923378,13831248.983385084,0.0,962.017,72.787456,1005.02332
"31.69,74.71",0,zigzag,31.687658790158522,74.71185236015316,punjab,23740865.360035554,13660502.088119263,0.0374858,0.083267,23740844.367987555,13660455.458599262,23740886.352083553,13660548.717639264,711.660432,769.82024,753.644528,863.0792799999999
"30.22,76.56",0,zigzag,30.21708981664313,76.56152901363377,punjab,23913267.71973334,13820336.757515952,0.0448945,0.0790957,23913242.57881334,13820292.463923952,23913292.860653337,13820381.051107952,677.37348,829.6110479999999,727.6553200000001,918.198232
"30.22,76.56",1,zigzag,30.22028203002001,76.55758628654488,punjab,23912900.23093334,13819992.431435952,0.0377574,0.0729305,23912879.08678934,13819951.590355951,23912921.375077337,13820033.272515953,313.88145599999996,488.73747999999995,356.16974400000004,570.41964
"30.22,76.56",2,zigzag,30.224999482609253,76.56031437034612,punjab,23913154.506773338,13819483.565931952,0.081538,0.0363735,23913108.84549334,13819463.196771951,23913200.168053336,13819503.935091952,543.64016,0.34389599999999965,634.9627200000001,41.08221600000001
"30.17,74.52",0,zigzag,30.174086540574738,74.52335961227415,punjab,23723296.56256,13824974.190401636,0.0341301,0.081504,23723277.449704,13824928.548161635,23723315.675416,13825019.832641637,854.0257039999999,73.7744,892.251416,165.05888000000002
"31.44,75.52",0,zigzag,31.439961103349507,75.52027419986723,punjab,23816215.736835554,13687597.821681002,0.0364995,0.078173,23816195.297115553,13687554.044801002,23816236.176555555,13687641.598561002,565.1175600000001,520.4723999999999,605.997,608.02616
"30.64,74.27",0,zigzag,30.643301966409304,74.2667841627121,punjab,23699381.997351114,13774264.097499952,0.0898692,0.0434919,23699331.670599114,13774239.742035951,23699432.324103113,13774288.452963952,209.93548800000002,177.93221599999998,310.58899199999996,226.643144
"31.91,75.32",0,zigzag,31.906684110652613,75.32100034465792,punjab,23797642.067324445,13636482.542087302,0.0826705,0.0528281,23797595.771844443,13636452.958351301,23797688.362804446,13636512.125823302,606.9434,894.493544,699.5343600000001,953.661016
"31.17,76.23",0,zigzag,31.168253885717874,76.23486784973146,punjab,23882820.69248,13717237.744140552,0.0333314,0.0691055,23882802.026896,13717199.045060553,23882839.358064003,13717276.443220552,995.050896,711.5082799999999,1032.3820640000001,788.90644
"30.06,76.00",0,zigzag,30.05507629412076,76.0037679740906,punjab,23861280.622862224,13837797.609575838,0.0372901,0.0531682,23861259.740406223,13837767.835383838,23861301.505318224,13837827.383767838,890.3181839999999,1060.451728,932.0830960000001,1120.0001119999997
"31.78,74.84",0,zigzag,31.782603044832715,74.84311725559239,punjab,23753100.13505778,13650096.956180116,0.0384195,0.0740059,23753078.62013778,13650055.512876116,23753121.64997778,13650138.399484117,829.0343599999999,233.141496,872.0642,316.028104
"31.78,74.84",1,zigzag,31.78348998471058,74.84544596576693,punjab,23753317.186577782,13649999.704340117,0.040048,0.0831639,23753294.759697784,13649953.132556116,23753339.61345778,13650046.276124118,1045.17392,130.761176,1090.0276800000001,223.90474400000002
"30.63,76.12",0,zigzag,30.63105050023607,76.12587072982784,punjab,23872661.424568888,13775591.275649995,0.0228724,0.0539884,23872648.61602489,13775561.042145995,23872674.233112887,13775621.509153994,1094.383136,415.975616,1120.000224,476.442624
"30.28,76.05",0,zigzag,30.28283864144595,76.05372775554657,punjab,23865937.212,13813242.544626748,0.101723,0.0838315,23865880.24712,13813195.598986749,23865994.176880002,13813289.490266748,850.48712,206.67052,964.41688,300.56179999999995
"30.28,76.05",1,zigzag,30.2800899368322,76.05032703552247,punjab,23865620.24192,13813539.221426748,0.0635609,0.0767693,23865584.647816002,13813496.230618747,23865655.836024,13813582.212234749,554.887816,507.302152,626.076024,593.283768
"30.16,76.02",0,zigzag,30.15881734480094,76.02461821117402,punjab,23863224.005813334,13826620.319168782,0.0769272,0.0785677,23863180.926581334,13826576.321256781,23863267.085045334,13826664.317080783,947.369248,643.491688,1033.527712,731.487512
"29.95,75.24",0,fcbk,29.95117379287801,75.24142566146853,punjab,23790225.169280004,13848980.563552609,0.0965463,0.0353842,23790171.103352003,13848960.748400608,23790279.235208005,13849000.37870461,638.815352,413.91716800000006,746.9472079999999,453.547472
"31.37,75.72",0,zigzag,31.36969624798869,75.71488009042737,punjab,23834354.320506666,13695271.057861594,0.0855525,0.0372084,23834306.411106665,13695250.221157594,23834402.229906667,13695291.894565595,34.88044,572.3220160000001,130.69924,613.995424
"29.92,75.98",0,zigzag,29.922242061781365,75.98074207839964,punjab,23859134.45383111,13852092.384204045,0.0394283,0.0799025,23859112.37398311,13852047.638804045,23859156.53367911,13852137.129604045,607.0868720000001,274.14212000000003,651.246568,363.63292
"30.82,76.27",0,zigzag,30.82106377651148,76.2656456546783,punjab,23885689.39182222,13754988.526858296,0.0383779,0.0862335,23885667.900198217,13754940.236098297,23885710.88344622,13755036.817618296,132.653976,396.25292,175.637224,492.83444
"30.33,75.74",0,zigzag,30.32915723830723,75.73445022424693,punjab,23836178.389185775,13808241.97395747,0.0762917,0.035675,23836135.665833775,13808221.99595747,23836221.112537775,13808261.95195747,5.600000000161032e-05,631.02872,85.44676000000001,670.9847199999999
"31.00,76.58",0,zigzag,31.00231932046469,76.58456615657805,punjab,23915414.937084444,13735297.339191351,0.0443952,0.0856948,23915390.075772446,13735249.35010335,23915439.798396442,13735345.328279352,960.735328,259.809312,1010.4579520000001,355.787488
"30.16,74.68",0,fcbk,30.160953511269746,74.6789559280396,punjab,23737799.190328892,13826390.040448781,0.096553,0.0450082,23737745.12064889,13826364.83585678,23737853.260008894,13826415.245040782,408.61575999999997,432.006288,516.75512,482.41547199999997
"31.86,75.33",0,fcbk,31.862942035749874,75.32844187088011,punjab,23798335.66784,13641284.097560609,0.0888378,0.0436485,23798285.918672,13641259.65440061,23798385.417008,13641308.540720608,365.022672,212.6922,464.521008,261.57851999999997
"31.62,75.33",0,zigzag,31.624525707149715,75.3342977485657,punjab,23798881.4752,13667415.077676013,0.0832873,0.0402544,23798834.834312,13667392.535212014,23798928.116088003,13667437.620140012,913.938312,42.07884800000001,1007.220088,87.163776
"31.62,75.33",1,zigzag,31.61492770987549,75.32664865493776,punjab,23798168.528,13668465.634764014,0.0274334,0.00860966,23798153.165296,13668460.813354414,23798183.890704002,13668470.456173614,232.269296,1110.3569903999999,262.994704,1119.9998096
"31.31,75.99",0,zigzag,31.310881854017644,75.99002162933353,punjab,23859999.370666668,13701689.442395916,0.0376127,0.0796762,23859978.30755467,13701644.823723916,23860020.433778666,13701734.061067916,540.952888,419.17556800000006,583.079112,508.412912
"30.19,75.85",0,zigzag,30.187550941189272,75.84931545562746,punjab,23846884.604728892,13823522.419862572,0.0389094,0.0833407,23846862.81546489,13823475.749070572,23846906.393992893,13823569.090654572,474.406576,777.415128,517.985104,870.7567119999999
"31.56,75.22",0,zigzag,31.55621634785294,75.2193887189865,punjab,23788171.17736889,13674889.58159151,0.0495265,0.0801456,23788143.442528892,13674844.70005551,23788198.91220889,13674934.463127509,475.28963999999996,928.987584,530.75932,1018.750656
"31.56,75.22",1,zigzag,31.564717756337707,75.22150184478765,punjab,23788368.13496889,13673959.64424751,0.0847752,0.0424097,23788320.66085689,13673935.89481551,23788415.609080892,13673983.393679509,652.507968,20.182343999999997,747.456192,67.681208
"30.36,74.78",0,zigzag,30.365064467751118,74.77943647174835,punjab,23747164.655804448,13804363.790412698,0.0418556,0.0230491,23747141.21666845,13804350.882916698,23747188.094940446,13804376.697908698,484.036224,0.015176000000001189,530.914496,25.830168
"30.59,74.80",0,fcbk,30.59083200562293,74.80466370487215,punjab,23749516.004355557,13779946.88845134,0.0301736,0.0794223,23749499.107139558,13779902.41196334,23749532.901571557,13779991.36493934,977.7915840000001,425.43743199999994,1011.586016,514.390408
"31.89,75.70",0,zigzag,31.885023698719053,75.69459352218627,punjab,23832463.475299552,13638860.484538494,0.0347505,0.0245305,23832444.01501955,13638846.747458493,23832482.935579553,13638874.221618494,36.619464,1092.52612,75.540024,1120.00028
"31.15,75.87",0,zigzag,31.147234374380037,75.87005371284489,punjab,23848817.550400004,13719527.162149588,0.0727161,0.0333306,23848776.829384003,13719508.497013588,23848858.271416005,13719545.827285588,524.2853839999999,842.534224,605.727416,879.8644959999999
"30.54,76.89",0,fcbk,30.545052707992934,76.89093889331816,punjab,23943970.945866667,13784902.530318147,0.0542609,0.0235428,23943940.559762668,13784889.346350146,23944001.331970666,13784915.714286147,617.1250959999999,0.0,677.897304,26.367936
"30.71,74.84",0,zigzag,30.71333411016859,74.83464114637378,punjab,23752310.104417782,13766674.41733071,0.0501914,0.0858333,23752281.997233782,13766626.35068271,23752338.211601783,13766722.483978711,32.411456,150.47687200000001,88.625824,246.61016800000002
"31.15,75.91",0,zigzag,31.146328366808824,75.91183384304048,punjab,23852711.740782224,13719625.831909588,0.0779358,0.0398224,23852668.096734222,13719603.531365588,23852755.384830225,13719648.132453587,687.2825120000001,937.5685759999999,774.570608,982.169664
"31.54,75.14",0,zigzag,31.544945691489136,75.13814693088531,punjab,23780598.893884446,13676122.30599401,0.078268,0.0341314,23780555.063804448,13676103.192410009,23780642.723964445,13676141.41957801,343.45136,0.0,431.11152000000004,38.227168
"31.35,75.63",0,zigzag,31.35508101148417,75.62420587766647,punjab,23825902.87132267,13696866.385823326,0.0354446,0.00971367,23825883.022346668,13696860.946168127,23825922.72029867,13696871.825478526,0.09967999999999866,-5.599999999966743e-06,39.797632,10.8793048
"30.82,75.98",0,zigzag,30.82350469279306,75.97518065164566,punjab,23858616.09128711,13754723.598698298,0.0712649,0.0429263,23858576.18294311,13754699.559970297,23858655.99963111,13754747.637426298,70.89583199999998,155.576792,150.71252,203.65424800000002
"30.82,75.98",1,zigzag,30.8250081127142,75.98526849708556,punjab,23859556.34663111,13754560.419626297,0.0825041,0.0291308,23859510.14433511,13754544.106378298,23859602.54892711,13754576.732874297,1004.857224,0.12320000000000081,1097.261816,32.749696
"31.34,75.86",0,zigzag,31.336782185220702,75.85988685455324,punjab,23847869.930524446,13698863.446952675,0.0778908,0.0346296,23847826.311676446,13698844.054376675,23847913.549372446,13698882.839528674,505.835232,891.7587840000001,593.072928,930.543936
"30.27,76.10",0,zigzag,30.27183055654558,76.09732692680358,punjab,23870000.949297775,13814430.633721102,0.0917107,0.0403922,23869949.591305774,13814408.014089102,23870052.307289775,13814453.253353102,259.49352799999997,339.823568,362.209512,385.062832
"30.20,75.65",0,zigzag,30.195297802072414,75.65079982872014,punjab,23828381.60721778,13822687.041020527,0.0859592,0.041132,23828333.47006578,13822664.007100528,23828429.744369783,13822710.074940527,586.412288,1044.05728,682.686592,1090.12512
"31.54,75.40",0,zigzag,31.5392617608125,75.40401681957245,punjab,23805379.763608888,13676743.92761001,0.0718198,0.0376753,23805339.54452089,13676722.82944201,23805419.982696887,13676765.02577801,894.175632,619.6370319999999,974.6138080000001,661.833368
"30.73,74.76",0,zigzag,30.735102129826213,74.7553435529709,punjab,23744919.033013336,13764314.202571722,0.0267862,0.0120531,23744904.032741338,13764307.452835722,23744934.033285335,13764320.952307722,110.987408,-2.239999999986697e-05,140.987952,13.4994496
"30.69,76.36",0,fcbk,30.689787360906088,76.36574632511137,punjab,23895019.45054222,13769226.892563965,0.0429029,0.0944835,23894995.42491822,13769173.981803965,23895043.47616622,13769279.803323966,1071.570696,530.1366,1119.6219440000002,635.95812
"30.92,75.16",0,zigzag,30.92211870464783,75.165289838028,punjab,23783128.79619556,13744014.752088996,0.036795,0.0789452,23783108.19099556,13743970.542776996,23783149.40139556,13744058.961400995,1032.44344,285.59708800000004,1073.65384,374.01571199999995
"30.88,75.73",0,zigzag,30.884460990150604,75.73536871299748,punjab,23836263.998542227,13748105.438122427,0.0446503,0.0238196,23836238.994374227,13748092.099146428,23836289.002710227,13748118.777098427,1035.396152,62.178704,1085.4044880000001,88.856656
"31.28,76.06",0,zigzag,31.279248867534015,76.0626002664566,punjab,23866764.189955555,13705139.876313524,0.0354841,0.0732934,23866744.318859555,13705098.832009524,23866784.061051555,13705180.920617525,782.491304,600.873616,822.233496,682.9622240000001
"30.82,75.66",0,zigzag,30.824018783584584,75.65637130680084,punjab,23828900.90661333,13754667.800298298,0.0675655,0.0811217,23828863.069933333,13754622.372146297,23828938.74329333,13754713.228450298,183.9446,78.388968,259.61796,169.245272
"31.96,75.70",0,zigzag,31.9580464439316,75.70412140941613,punjab,23833351.53875555,13630841.598568443,0.0813748,0.0328565,23833305.96886755,13630823.198928444,23833397.10864355,13630859.998208443,898.573312,756.21476,989.713088,793.01404
"31.96,75.70",1,zigzag,31.961751416075913,75.70151410140988,punjab,23833108.520035554,13630434.572648443,0.0834351,0.0393617,23833061.796379555,13630412.530096443,23833155.243691552,13630456.615200443,654.4008240000001,345.54592799999995,747.848136,389.631032
"29.90,75.36",0,zigzag,29.89833383604134,75.35743836593629,punjab,23801038.33706667,13854663.207461204,0.080609,0.0421543,23800993.196026668,13854639.601053204,23801083.47810667,13854686.813869204,276.09736000000004,715.534232,366.37944000000005,762.747048
"29.90,75.36",1,zigzag,29.90385178873925,75.3578259756088,punjab,23801074.464906666,13854069.923301205,0.0364127,0.0733723,23801054.073794667,13854028.834813206,23801094.856018666,13854111.011789205,336.97512800000004,104.767992,377.75735199999997,186.94496800000002
